popularity,original_title,vote_average,release_year,budget_adj,revenue_adj,roi,gen1,gen2,gen3,gen4,gen5,ryear_ord
0.193779,Jaane Tu... Ya Jaane Na,6.4,2008,2329409.258,11241931.64,382.61,Drama,Comedy,Romance,,,2000s
0.168979,Bottle Shock,6.4,2008,5063933.169,4092253.519,-19.19,Comedy,Drama,,,,2000s
0.281186,Julia,7.1,2008,6076719.802999999,1316622.624,-78.33,Drama,,,,,2000s
0.14765699999999998,Kismat Konnection,5.8,2008,4233448.129,11140652.97,163.16,Drama,Comedy,Romance,Foreign,,2000s
0.086287,Sleep Dealer,5.8,2008,2531966.585,108934.3175,-95.7,Drama,Science Fiction,Thriller,,,2000s
0.12730999999999998,The Yellow Handkerchief,6.6,2008,15191799.51,321053.3629,-97.89,Drama,Romance,,,,2000s
0.10179500000000001,It's Alive,4.2,2008,11140652.97,15698192.82,40.91,Horror,,,,,2000s
0.021371,Expelled: No Intelligence Allowed,4.5,2008,3544753.2180000003,7798457.08,120.0,Documentary,,,,,2000s
7.9592279999999995,Captain America: The First Avenger,6.5,2011,135715726.0,359229613.6,164.69,Action,Adventure,Science Fiction,,,2010s
5.903353,Drive,7.3,2011,14540970.64,73844056.81,407.83,Drama,Action,Thriller,Crime,,2010s
5.711315,Harry Potter and the Deathly Hallows: Part 2,7.7,2011,121174755.3,1287183998.0,962.25,Adventure,Family,Fantasy,,,2010s
4.9551300000000005,Pirates of the Caribbean: On Stranger Tides,6.3,2011,368371256.2,990417500.3,168.86,Adventure,Action,Fantasy,,,2010s
4.50453,Rise of the Planet of the Apes,6.9,2011,90154017.96,468083718.2,419.2,Thriller,Action,Drama,Science Fiction,,2010s
4.12352,Thor,6.5,2011,145409706.4,430524218.5,196.08,Adventure,Fantasy,Action,,,2010s
3.5961879999999997,In Time,6.6,2011,38775921.7,168607979.3,334.83,Action,Thriller,Science Fiction,,,2010s
3.355611,Drive Angry,5.3,2011,48469902.13,28046043.5,-42.14,Fantasy,Thriller,Action,Crime,,2010s
3.1866790000000003,The Mechanic,6.3,2011,38775921.7,49507940.34,27.68,Action,Thriller,Crime,,,2010s
2.9944740000000003,Source Code,7.0,2011,31020737.36,142824028.1,360.41,Thriller,Science Fiction,Mystery,,,2010s
2.9527400000000004,Mission: Impossible - Ghost Protocol,6.7,2011,140562716.2,673453790.7,379.11,Action,Thriller,Adventure,,,2010s
2.924415,"Crazy, Stupid, Love.",6.9,2011,48469902.13,138479670.8,185.7,Comedy,Drama,Romance,,,2010s
2.776061,The Girl with the Dragon Tattoo,7.1,2011,87245823.83,225498881.3,158.46,Thriller,Crime,Mystery,Drama,,2010s
2.754426,Limitless,7.0,2011,26173747.15,156896544.9,499.44,Thriller,Mystery,Science Fiction,,,2010s
2.726573,Kung Fu Panda 2,6.6,2011,145409706.4,645320794.2,343.79,Animation,Family,,,,2010s
2.690458,Just Go With It,6.3,2011,77551843.41,208341483.1,168.65,Romance,Comedy,,,,2010s
2.686643,Horrible Bosses,6.4,2011,33928931.49,113419571.0,234.29,Comedy,Crime,,,,2010s
2.6570139999999998,Real Steel,6.5,2011,106633784.7,290110305.9,172.06,Action,Science Fiction,Drama,,,2010s
2.633754,Friends with Benefits,6.5,2011,33928931.49,145878667.2,329.95,Comedy,,,,,2010s
2.6042490000000003,Bad Teacher,5.4,2011,19387960.85,209581425.6,980.99,Comedy,,,,,2010s
2.579776,Sherlock Holmes: A Game of Shadows,6.9,2011,121174755.3,324375126.0,167.69,Adventure,Action,Crime,Mystery,,2010s
2.454226,Cars 2,5.8,2011,193879608.5,542719816.8,179.93,Animation,Family,Adventure,Comedy,,2010s
2.4198049999999998,Green Lantern,5.1,2011,193879608.5,213123295.8,9.93,Adventure,Action,Thriller,Science Fiction,,2010s
2.4115330000000004,The Hangover Part II,6.1,2011,77551843.41,246669134.8,218.07,Comedy,,,,,2010s
2.2525049999999998,No Strings Attached,6.1,2011,24234951.06,143258069.3,491.12,Comedy,Romance,,,,2010s
2.2343,The Adventures of Tintin,6.6,2011,126021745.5,360557976.8,186.11,Adventure,Animation,Action,Family,Mystery,2010s
2.208685,Bridesmaids,6.5,2011,31505436.38,279558422.7,787.33,Romance,Comedy,,,,2010s
2.164361,Hall Pass,5.4,2011,34898329.53,80615852.76,131.0,Comedy,,,,,2010s
2.0267169999999997,Super 8,6.6,2011,48469902.13,252136540.7,420.19,Thriller,Science Fiction,Mystery,,,2010s
1.9728259999999997,Sucker Punch,5.9,2011,79490639.49,87044675.68,9.5,Action,Fantasy,Thriller,,,2010s
1.934043,Red Riding Hood,5.5,2011,40714717.79,86433625.32,112.29,Thriller,,,,,2010s
1.888096,The Twilight Saga: Breaking Dawn - Part 1,5.8,2011,106633784.7,690378003.2,547.43,Adventure,Fantasy,Romance,,,2010s
1.885979,Shame,6.9,2011,6301087.277000001,17152213.91,172.21,Drama,,,,,2010s
1.825552,Mr. Popper's Penguins,5.7,2011,53316892.34,181628117.6,240.66,Comedy,Family,,,,2010s
1.821261,The Tree of Life,6.5,2011,31020737.36,53001087.66,70.86,Drama,Fantasy,,,,2010s
1.794214,I Am Number Four,6.0,2011,48469902.13,140071066.6,188.99,Action,Thriller,Science Fiction,Adventure,,2010s
1.710793,Rio,6.5,2011,87245823.83,469804957.1,438.48,Animation,Adventure,Comedy,Family,,2010s
1.6444720000000002,The Artist,7.2,2011,14540970.64,129349549.4,789.55,Drama,Comedy,Romance,,,2010s
1.64314,Zookeeper,5.4,2011,77551843.41,164654932.1,112.32,Comedy,Romance,Family,,,2010s
1.6402560000000002,Cowboys & Aliens,5.4,2011,158011880.9,169472419.7,7.25,Action,Science Fiction,Thriller,Western,,2010s
1.592819,War Horse,6.9,2011,63980270.81,172150434.1,169.07,Drama,War,,,,2010s
1.531633,50/50,6.8,2011,7755184.341,37988560.13,389.85,Comedy,Drama,,,,2010s
1.499109,Rango,6.5,2011,130868735.7,238204949.2,82.02,Animation,Comedy,Family,Western,Adventure,2010s
1.493933,The Change-Up,5.9,2011,50408698.21,73141505.94,45.1,Comedy,,,,,2010s
1.488615,Hugo,6.8,2011,164797667.2,180085229.5,9.28,Adventure,Drama,Family,,,2010s
1.482692,The Lincoln Lawyer,6.9,2011,38775921.7,82799096.13,113.53,Crime,Drama,Thriller,,,2010s
1.4810159999999999,Ghost Rider: Spirit of Vengeance,4.7,2011,55255688.43,144651011.9,161.78,Action,Fantasy,Thriller,,,2010s
1.4703629999999999,One Day,6.9,2011,14540970.64,57572000.1,295.93,Drama,Romance,,,,2010s
1.46909,Killer Elite,6.0,2011,63980270.81,56009013.46,-12.46,Action,Adventure,Thriller,,,2010s
1.465299,The Rite,5.7,2011,35867727.58,93108387.43,159.59,Drama,Thriller,Horror,,,2010s
1.425344,Winnie the Pooh,6.8,2011,29081941.28,14017495.7,-51.8,Animation,Family,,,,2010s
1.407986,The Three Musketeers,5.5,2011,72704853.19,128226625.9,76.37,Adventure,Action,Thriller,Comedy,,2010s
1.388994,Chalet Girl,6.2,2011,7755184.341,1695920.1909999999,-78.13,Comedy,Romance,,,,2010s
1.3677270000000001,Midnight in Paris,7.2,2011,29081941.28,146494675.1,403.73,Fantasy,Comedy,Romance,,,2010s
1.344998,Priest,5.3,2011,58163882.56,75912718.31,30.52,Action,Fantasy,Horror,Science Fiction,Thriller,2010s
1.2851059999999999,Young Adult,5.2,2011,11632776.51,22237047.87,91.16,Comedy,Drama,Romance,,,2010s
1.246852,Warrior,7.6,2011,24234951.06,22351522.15,-7.77,Action,Drama,,,,2010s
1.2465950000000001,Abduction,5.5,2011,33928931.49,79575127.38,134.53,Thriller,Action,Mystery,,,2010s
1.246283,Unknown,6.4,2011,29081941.28,126784077.2,335.95,Action,Mystery,Thriller,,,2010s
1.241191,The Adjustment Bureau,6.4,2011,48663781.74,123956325.7,154.72,Thriller,Romance,Fantasy,,,2010s
1.240414,Immortals,5.6,2011,72704853.19,219960309.9,202.54,Fantasy,Action,Drama,,,2010s
1.22871,Like Crazy,6.4,2011,242349.5106,3433950.064,1316.94,Drama,Romance,,,,2010s
1.2155049999999998,Larry Crowne,5.6,2011,29081941.28,35053796.74,20.53,Comedy,Romance,Drama,,,2010s
1.2134049999999998,Paul,6.4,2011,38775921.7,94566766.32,143.88,Adventure,Comedy,Science Fiction,,,2010s
1.205338,Colombiana,6.5,2011,38775921.7,59100179.53,52.41,Action,Thriller,Crime,Drama,,2010s
1.19533,Battle: Los Angeles,5.5,2011,67857862.98,196270877.0,189.24,Action,Science Fiction,,,,2010s
1.176723,Final Destination 5,5.9,2011,45561708.0,153055972.1,235.93,Horror,Mystery,,,,2010s
1.128994,Machine Gun Preacher,6.4,2011,29081941.28,2450545.1890000002,-91.57,Action,Thriller,Crime,,,2010s
1.123666,Jack and Jill,4.2,2011,76582445.36,145093477.1,89.46,Comedy,,,,,2010s
1.120851,What's Your Number?,6.2,2011,19387960.85,29494997.91,52.13,Comedy,Romance,,,,2010s
1.11981,Season of the Witch,5.2,2011,38775921.7,85403967.55,120.25,Adventure,Fantasy,Action,,,2010s
1.116674,My Week with Marilyn,6.7,2011,6204147.472999999,33984861.88,447.78,Drama,,,,,2010s
1.111078,We Bought a Zoo,6.4,2011,48469902.13,116407101.6,140.16,Drama,Comedy,Family,,,2010s
1.107689,The Darkest Hour,4.7,2011,29081941.28,62649079.85,115.42,Horror,Action,Thriller,Science Fiction,,2010s
1.105855,The Help,7.6,2011,24234951.06,120469153.8,397.09,Drama,,,,,2010s
1.102011,The Grey,6.3,2011,24234951.06,74913462.81,209.11,Action,Drama,Thriller,,,2010s
1.081676,Moneyball,6.9,2011,48469902.13,106833690.1,120.41,Drama,,,,,2010s
1.079441,We Need to Talk About Kevin,7.3,2011,6785786.2979999995,5854138.554,-13.73,Drama,Thriller,,,,2010s
1.074793,The Roommate,5.5,2011,15510368.68,39253601.31,153.08,Thriller,Drama,Horror,,,2010s
1.071695,Puss in Boots,6.9,2011,126021745.5,538003773.9,326.91,Action,Adventure,Animation,Family,Fantasy,2010s
1.0583420000000001,The Green Hornet,5.4,2011,116327765.1,220845594.3,89.85,Action,Crime,Comedy,,,2010s
1.055533,Something Borrowed,6.0,2011,33928931.49,58068797.21,71.15,Comedy,Drama,Romance,,,2010s
1.0542559999999999,Conan the Barbarian,5.2,2011,87245823.83,47301797.85,-45.78,Adventure,Fantasy,Action,,,2010s
1.0488950000000001,Johnny English Reborn,6.0,2011,43622911.92,155179867.9,255.73,Crime,Adventure,Action,Comedy,Thriller,2010s
1.045866,Contagion,6.1,2011,58163882.56,131312814.1,125.76,Drama,Thriller,Science Fiction,,,2010s
1.038162,The Big Year,5.4,2011,39745319.75,7220449.839,-81.83,Comedy,,,,,2010s
1.029084,Beastly,6.0,2011,16479766.72,41844620.03,153.92,Drama,Fantasy,Romance,,,2010s
1.024786,A Very Harold & Kumar Christmas,6.0,2011,18418562.81,34304294.05,86.25,Comedy,,,,,2010s
1.013771,The Thing,6.0,2011,33928931.49,27267877.64,-19.63,Horror,Science Fiction,Mystery,Thriller,,2010s
1.013101,Tower Heist,5.8,2011,72704853.19,148250646.6,103.91,Action,Comedy,,,,2010s
1.011185,New Year's Eve,5.6,2011,54286290.39,137697794.0,153.65,Comedy,Romance,,,,2010s
1.004841,Your Highness,5.1,2011,48372962.33,25322264.75,-47.65,Adventure,Fantasy,Action,Comedy,,2010s
0.9416040000000001,Apollo 18,4.9,2011,4846990.213,24780648.49,411.26,Horror,Thriller,Science Fiction,,,2010s
0.9348799999999999,Fright Night,6.1,2011,16479766.72,24159567.76,46.6,Horror,Comedy,,,,2010s
0.9309200000000001,Happy Feet Two,5.8,2011,126021745.5,145803733.7,15.7,Music,Family,Animation,Comedy,,2010s
0.929466,Scream 4,6.0,2011,38775921.7,94166052.07,142.85,Horror,Mystery,,,,2010s
0.9216530000000001,Mars Needs Moms,5.5,2011,145409706.4,37799503.28,-74.0,Adventure,Animation,Family,,,2010s
0.9197299999999999,Attack the Block,6.4,2011,13911376.66,3843354.97,-72.37,Action,Comedy,Science Fiction,,,2010s
0.917718,Diary of a Wimpy Kid: Rodrick Rules,6.4,2011,20357358.89,70201279.99,244.84,Family,Comedy,,,,2010s
0.9079520000000001,Extremely Loud & Incredibly Close,7.0,2011,38775921.7,53557187.7,38.12,Drama,,,,,2010s
0.904531,Alvin and the Chipmunks: Chipwrecked,5.5,2011,72704853.19,332208283.9,356.93,Comedy,Fantasy,Family,Music,Animation,2010s
0.9033120000000001,The Beaver,6.0,2011,20357358.89,941107.1301,-95.38,Drama,,,,,2010s
0.897265,Straw Dogs,5.3,2011,24234951.06,10008492.9,-58.7,Thriller,,,,,2010s
0.8958290000000001,The Best Exotic Marigold Hotel,6.8,2011,9693980.426,132648701.8,1268.36,Drama,Comedy,,,,2010s
0.8790030000000001,The Smurfs,5.5,2011,106633784.7,546497490.2,412.5,Animation,Family,Adventure,Comedy,Fantasy,2010s
0.8638040000000001,Hanna,6.5,2011,29081941.28,61830221.57,112.61,Action,Thriller,Adventure,,,2010s
0.852907,A Few Best Men,5.7,2011,12086831.89,28119728.41,132.65,Comedy,,,,,2010s
0.8461879999999999,Flypaper,6.1,2011,4846990.213,3045997.937,-37.16,Mystery,Comedy,Crime,,,2010s
0.846125,Margin Call,6.6,2011,3392893.1489999997,18907177.23,457.26,Thriller,Drama,,,,2010s
0.827785,Gnomeo & Juliet,5.7,2011,34898329.53,183906860.2,426.98,Animation,Family,,,,2010s
0.815155,Blitz,6.0,2011,15292203.71,719172.1728,-95.3,Crime,Action,Thriller,,,2010s
0.8083359999999999,The Descendants,6.6,2011,19387960.85,171819196.6,786.22,Comedy,Drama,,,,2010s
0.8067350000000001,Hop,5.4,2011,61072076.68,178324379.0,191.99,Animation,,,,,2010s
0.806361,The Rum Diary,5.5,2011,43622911.92,23265553.02,-46.67,Drama,Comedy,,,,2010s
0.802769,The Guard,6.6,2011,5816388.256,18961691.33,226.0,Action,Comedy,Thriller,Crime,,2010s
0.80048,Our Idiot Brother,5.7,2011,9693980.426,16744987.24,72.74,Comedy,Drama,,,,2010s
0.786615,The Ledge,5.7,2011,9693980.426,592288.6325,-93.89,Drama,Thriller,,,,2010s
0.785489,Footloose,6.5,2011,23265553.02,61598777.78,164.76,Drama,Music,Romance,,,2010s
0.7803180000000001,Trespass,5.3,2011,34898329.53,9318308.633,-73.3,Crime,Drama,Thriller,,,2010s
0.779648,Carnage,6.9,2011,24234951.06,26758361.06,10.41,Comedy,Drama,,,,2010s
0.779536,Another Earth,6.8,2011,96939.80426,1722557.311,1676.94,Drama,Science Fiction,,,,2010s
0.771868,The Ides of March,6.4,2011,12117475.53,73667524.58,507.94,Drama,,,,,2010s
0.7605029999999999,Transformers: Dark of the Moon,6.1,2011,189032618.3,1089358138.0,476.28,Action,Science Fiction,Adventure,,,2010s
0.760193,Paranormal Activity 3,6.0,2011,4846990.213,199408878.5,4014.08,Horror,,,,,2010s
0.747362,The Dilemma,5.2,2011,67857862.98,65058885.11,-4.12,Comedy,Drama,,,,2010s
0.734516,Take Me Home Tonight,6.3,2011,18418562.81,6716055.557999999,-63.54,Comedy,Drama,Romance,,,2010s
0.70252,A Lonely Place to Die,6.1,2011,3877592.17,24569393.39,533.63,Adventure,Action,Thriller,Crime,,2010s
0.699052,The Muppets,6.4,2011,43622911.92,160129276.0,267.08,Comedy,Family,Music,,,2010s
0.688697,Spy Kids: All the Time in the World,4.5,2011,26173747.15,82945874.63,216.9,Family,Comedy,Action,,,2010s
0.687144,Trust,6.5,2011,9209281.405,116327.7651,-98.74,Crime,Drama,Thriller,,,2010s
0.666454,Seeking Justice,5.9,2011,16479766.72,11977686.4,-27.32,Action,Drama,Thriller,,,2010s
0.6611779999999999,Arthur,5.3,2011,38775921.7,44335804.33,14.34,Comedy,Romance,,,,2010s
0.658095,The Eagle,5.9,2011,24234951.06,26292052.49,8.49,Adventure,Drama,,,,2010s
0.656612,The Sitter,5.4,2011,24234951.06,33872888.65,39.77,Comedy,,,,,2010s
0.6447229999999999,Rundskop,7.5,2011,1938796.085,40782.57565,-97.9,Crime,Drama,,,,2010s
0.626306,W.E.,5.8,2011,14540970.64,841863.0667,-94.21,Drama,Romance,,,,2010s
0.604152,The Innkeepers,5.2,2011,727048.5319,75996.92895,-89.55,Horror,Thriller,,,,2010s
0.601594,Restless,6.3,2011,7755184.341,158268.7714,-97.96,Drama,Romance,,,,2010s
0.597001,Coriolanus,5.7,2011,7464364.927999999,1039778.2790000001,-86.07,Drama,Thriller,,,,2010s
0.588821,J. Edgar,5.8,2011,33928931.49,82016919.87,141.73,Drama,Crime,History,,,2010s
0.5870449999999999,Sanctum,5.7,2011,29081941.28,105285652.5,262.03,Action,Thriller,,,,2010s
0.58425,I Don't Know How She Does It,5.2,2011,23265553.02,29616559.45,27.3,Comedy,,,,,2010s
0.5806939999999999,A Dangerous Method,5.9,2011,14540970.64,26621648.79,83.08,Drama,Thriller,,,,2010s
0.578282,Soul Surfer,6.9,2011,17449164.77,45647974.73,161.61,Action,Drama,,,,2010s
0.570978,30 Minutes or Less,5.5,2011,27143145.19,39306608.97,44.81,Action,Comedy,Adventure,,,2010s
0.570634,The Awakening,6.2,2011,4651399.617,203278.8919,-95.63,Drama,Horror,Thriller,,,2010s
0.566856,Hoodwinked Too! Hood VS. Evil,4.9,2011,29081941.28,13108034.56,-54.93,Comedy,Animation,Family,,,2010s
0.539108,5 Days of War,5.9,2011,19387960.85,16944.10839,-99.91,War,Drama,,,,2010s
0.530139,Water for Elephants,6.7,2011,36837125.62,110662825.9,200.41,Drama,Romance,,,,2010s
0.528255,Dream House,5.9,2011,48469902.13,37324093.03,-23.0,Drama,Thriller,Mystery,,,2010s
0.524684,A Better Life,6.6,2011,9693980.426,1705415.445,-82.41,Drama,,,,,2010s
0.5204300000000001,"Love, Wedding, Marriage",5.3,2011,0.969398043,1335.830503,137700.0,Comedy,Romance,,,,2010s
0.512775,Rampart,5.2,2011,11632776.51,942751.2292,-91.9,Crime,Drama,Action,Thriller,,2010s
0.509532,Take Shelter,6.9,2011,4846990.213,3004468.925,-38.01,Thriller,Drama,,,,2010s
0.506031,Prom,5.8,2011,7755184.341,9820002.171,26.62,Comedy,,,,,2010s
0.49518,Pina,7.2,2011,4185808.4,14177277.7,238.7,Documentary,,,,,2010s
0.48794499999999996,Courageous,6.7,2011,969398.0426,33465773.46,3352.22,Drama,,,,,2010s
0.484734,Black Gold,5.6,2011,38775921.7,5279341.74,-86.38,Adventure,Drama,,,,2010s
0.482368,Killer Joe,6.3,2011,9693980.426,3552910.715,-63.35,Drama,Thriller,,,,2010s
0.475663,"Big Mommas: Like Father, Like Son",5.4,2011,31020737.36,81056618.66,161.3,Crime,Comedy,Action,,,2010s
0.46351000000000003,From Prada to Nada,5.2,2011,90.15401796,2423495.106,2688072.04,Comedy,Drama,Romance,,,2010s
0.45555500000000004,Dolphin Tale,6.6,2011,35867727.58,92484835.71,157.85,Drama,Family,,,,2010s
0.44615,Xin shao lin si,6.4,2011,28112543.24,32632724.16,16.08,Action,Drama,,,,2010s
0.436803,Fast Five,7.1,2011,121174755.3,606976636.5,400.91,Action,Thriller,Crime,,,2010s
0.43450600000000006,Nuit Blanche,5.9,2011,2423495.106,3255.238627,-99.87,Action,Comedy,Thriller,Romance,,2010s
0.43132,In the Land of Blood and Honey,6.6,2011,9693980.426,294577.769,-96.96,Drama,Romance,War,,,2010s
0.42982600000000004,Another Happy Day,6.1,2011,3877592.17,344803.251,-91.11,Comedy,Drama,,,,2010s
0.423412,Jumping the Broom,6.3,2011,6398027.081,36556591.52,471.37,Comedy,,,,,2010s
0.41920100000000005,Silent House,5.2,2011,1938796.085,12700735.19,555.08,Horror,Mystery,,,,2010s
0.41462899999999997,Wuthering Heights,5.6,2011,7755184.341,97826.80347,-98.74,Drama,Romance,,,,2010s
0.5245270000000001,Your Sister's Sister,6.3,2011,121174.7553,3102073.736,2460.0,Drama,Comedy,,,,2010s
0.410616,Monte Carlo,5.9,2011,19387960.85,16891760.89,-12.88,Adventure,Comedy,Romance,,,2010s
0.410207,Win Win,6.8,2011,10499717.91,10328339.96,-1.63,Drama,Comedy,,,,2010s
0.395082,Margaret,5.9,2011,13571572.6,45072.16199,-99.67,Drama,,,,,2010s
0.38117399999999996,The Double,5.9,2011,16479766.72,3583120.066,-78.26,Drama,Action,Thriller,Crime,Mystery,2010s
0.372627,L!fe Happens,5.2,2011,901540.1796,29959.24651,-96.68,Comedy,,,,,2010s
0.37054000000000004,The Iron Lady,6.2,2011,12602174.55,111438799.0,784.28,History,Drama,,,,2010s
0.548602,Red State,5.8,2011,3877592.17,1070876.568,-72.38,Horror,Action,Thriller,,,2010s
0.363036,The Devil's Double,6.3,2011,18515502.61,5552918.47,-70.01,Drama,Action,Thriller,Crime,War,2010s
0.352084,The Music Never Stopped,7.3,2011,3877592.17,246129.1936,-93.65,Drama,,,,,2010s
0.339565,Shark Night,5.1,2011,27143145.19,9816568.564,-63.83,Horror,Thriller,,,,2010s
0.567753,Hobo with a Shotgun,5.8,2011,2908194.128,652063.6546,-77.58,Action,Comedy,Thriller,,,2010s
0.33427399999999996,Madea's Big Happy Family,6.9,2011,24234951.06,51585191.67,112.85,Comedy,Drama,,,,2010s
0.318142,Atlas Shrugged Part I,4.8,2011,14540970.64,4485768.267,-69.15,Drama,Thriller,Science Fiction,Mystery,,2010s
0.307661,This Must Be the Place,6.3,2011,24234951.06,11430151.96,-52.84,Drama,,,,,2010s
0.283696,Albert Nobbs,6.1,2011,7755184.341,5462391.234,-29.56,Drama,,,,,2010s
0.263908,Snow Flower and the Secret Fan,4.4,2011,129904.1847,1291462.124,894.17,History,Drama,,,,2010s
0.24480300000000002,The Good Doctor,4.8,2011,5816388.256,5046.68621,-99.91,Drama,Thriller,,,,2010s
0.243777,Weekend,7.4,2011,7755.184340999999,455565.7019,5774.34,Drama,Romance,,,,2010s
0.198863,Kill List,5.9,2011,484699.0213,166503.8078,-65.65,Horror,Thriller,Crime,,,2010s
0.226575,Justin Bieber: Never Say Never,5.3,2011,12602174.55,95429437.52,657.25,Documentary,Music,Family,,,2010s
0.19528299999999998,Bellflower,6.7,2011,16479.76672,98137.98024,495.51,Action,Drama,Romance,,,2010s
0.193681,"Jeff, Who Lives at Home",5.9,2011,9693980.426,4282393.405,-55.82,Drama,Comedy,,,,2010s
0.189663,The Divide,5.6,2011,2908194.128,21326.75694,-99.27,Science Fiction,,,,,2010s
0.181427,Life in a Day,7.3,2011,43818.73032,218949.2113,399.67,Documentary,Drama,,,,2010s
0.16451500000000002,X-Men: First Class,7.0,2011,155103686.8,333880181.4,115.26,Action,Science Fiction,Adventure,,,2010s
0.331313,Louis C.K.: Live at the Beacon Theater,7.9,2011,242349.5106,969398.0426,300.0,Comedy,,,,,2010s
0.135239,Glee: The Concert Movie,6.3,2011,8724582.383,18092106.39,107.37,Documentary,Music,Family,,,2010s
0.098896,William & Kate,5.9,2011,19.38796085,14.54097064,-25.0,Drama,Romance,,,,2010s
8.095275,The Lord of the Rings: The Two Towers,7.8,2002,95768650.1,1122902454.0,1072.52,Adventure,Fantasy,Action,,,2000s
6.0125839999999995,Harry Potter and the Chamber of Secrets,7.2,2002,121226139.4,1062775601.0,776.69,Adventure,Fantasy,Family,,,2000s
4.467512999999999,Ice Age,6.9,2002,71523422.22,464607829.8,549.59,Animation,Comedy,Family,Adventure,,2000s
3.628943,The Bourne Identity,7.1,2002,72735683.62,259465426.7,256.72,Action,Drama,Mystery,Thriller,,2000s
3.3266459999999998,Resident Evil,6.3,2002,40004625.99,124185364.0,210.43,Horror,Action,Science Fiction,,,2000s
3.241129,Spider-Man,6.6,2002,168504333.7,996125553.2,491.16,Fantasy,Action,,,,2000s
3.128314,Star Wars: Episode II - Attack of the Clones,6.4,2002,145471367.2,787240522.1,441.17,Adventure,Action,Science Fiction,,,2000s
2.973115,Catch Me If You Can,7.6,2002,63037592.47,426854586.6,577.14,Drama,Crime,,,,2000s
2.388226,Men in Black II,5.9,2002,169716595.1,535599877.9,215.58,Action,Adventure,Comedy,Science Fiction,,2000s
2.364204,The Pianist,7.9,2002,42429148.78,145559349.5,243.06,Drama,War,,,,2000s
2.103595,Minority Report,6.9,2002,123650662.1,434441662.7,251.35,Action,Thriller,Science Fiction,Mystery,,2000s
2.095296,Lilo & Stitch,6.9,2002,96980911.49,176713194.5,82.21,Animation,,,,,2000s
1.955546,The Transporter,6.5,2002,25457489.27,53253348.33,109.19,Action,Crime,Thriller,,,2000s
1.9367279999999998,xXx,5.7,2002,84858297.55,336339962.2,296.35,Action,,,,,2000s
1.9364919999999999,Treasure Planet,7.0,2002,169716595.1,132837318.4,-21.73,Adventure,Animation,Family,Fantasy,Science Fiction,2000s
1.846196,Die Another Day,5.8,2002,169716595.1,523661907.1,208.55,Adventure,Action,Thriller,,,2000s
1.8394080000000002,28 Days Later...,6.9,2002,6061306.967999999,100278123.1,1554.4,Horror,Thriller,Science Fiction,,,2000s
1.8098830000000001,Maid in Manhattan,5.7,2002,66674376.65,187787403.5,181.65,Comedy,Drama,Romance,,,2000s
1.778527,Blade II,6.1,2002,65462115.26,187912677.4,187.06,Science Fiction,Horror,Action,Thriller,,2000s
1.75153,Gangs of New York,6.9,2002,121226139.4,234902925.7,93.77,Drama,History,Crime,,,2000s
1.694723,Panic Room,6.4,2002,58188546.89,238085004.0,309.16,Crime,Drama,Thriller,,,2000s
1.594587,Stuart Little 2,5.4,2002,145471367.2,206032074.5,41.63,Family,Adventure,Animation,Comedy,,2000s
1.5685280000000001,National Lampoonâ€™s Van Wilder,5.9,2002,6061306.967999999,46399890.36,665.51,Comedy,Romance,,,,2000s
1.558805,8 Mile,6.7,2002,49702717.14,260636199.6,424.39,Drama,,,,,2000s
1.525009,Mr. Deeds,5.7,2002,60613069.68,207623445.2,242.54,Comedy,Romance,,,,2000s
1.496493,Bend It Like Beckham,6.0,2002,4243107.627,92833330.06,2087.86,Comedy,Drama,Romance,,,2000s
1.486895,Two Weeks Notice,5.8,2002,72735683.62,113170563.0,55.59,Romance,Comedy,,,,2000s
1.381699,Signs,6.3,2002,87282820.34,494903188.8,467.01,Drama,Thriller,Science Fiction,Mystery,,2000s
1.359987,The Ring,6.4,2002,58188546.89,302276085.0,419.48,Horror,Mystery,Thriller,,,2000s
1.297822,A Walk to Remember,7.3,2002,13334875.33,49977984.12,274.79,Drama,Family,Romance,,,2000s
1.271588,My Big Fat Greek Wedding,6.1,2002,6061306.967999999,447014168.7,7274.88,Comedy,Drama,Romance,,,2000s
1.263507,About a Boy,6.4,2002,32731057.63,156381719.8,377.78,Drama,Comedy,Romance,,,2000s
1.216798,Collateral Damage,5.5,2002,103042218.5,95019997.46,-7.79,Action,Thriller,Drama,,,2000s
1.20464,Phone Booth,6.5,2002,15759398.12,118604185.3,652.59,Thriller,Drama,,,,2000s
1.204615,Star Trek: Nemesis,6.1,2002,72735683.62,81600740.26,12.19,Science Fiction,Action,Adventure,Thriller,,2000s
1.191235,Equilibrium,6.9,2002,24245227.87,6497290.717,-73.2,Action,Science Fiction,Thriller,,,2000s
1.182695,The Good Girl,5.8,2002,9698091.149,20434028.37,110.7,Drama,Comedy,Romance,,,2000s
1.1768100000000001,The Hours,6.7,2002,30306534.84,131949890.9,335.38,Drama,,,,,2000s
1.165599,Road to Perdition,7.1,2002,96980911.49,219421104.0,126.25,Thriller,Crime,Drama,,,2000s
1.15929,Austin Powers in Goldmember,5.9,2002,76372467.8,359597833.5,370.85,Science Fiction,Comedy,Crime,Action,,2000s
1.118663,The Santa Clause 2,5.4,2002,78796990.59,209545522.0,165.93,Fantasy,Comedy,Family,,,2000s
1.1114879999999998,Insomnia,6.6,2002,55764024.11,137852098.3,147.21,Crime,Mystery,Thriller,,,2000s
